,Customer ID,Age,Gender,Product,Category,Location,Season,Review Rating,Subscription Status,Discount Applied,Promo Code Used,Previous Purchases,Frequency of Purchases,Date,Quantity,Purchase Amount (USD),Sales,Holiday,Year,Month,Day,Age Group,Previous Purchases Group
2312,2313,19,Male,T-shirt,Clothing,Vermont,Summer,3.7,False,False,False,19,Every 3 Months,2024-01-01,3,30,128.0,No Holiday,2024,1,1,Young Adult,11-20
2313,2314,64,Male,Dress,Clothing,Georgia,Summer,4.7,False,False,False,36,Fortnightly,2024-01-01,3,31,128.0,No Holiday,2024,1,1,Senior,31-40
2314,2315,42,Male,Handbag,Accessories,Virginia,Winter,4.4,False,False,False,12,Every 3 Months,2024-01-01,3,95,128.0,No Holiday,2024,1,1,Adult,11-20
2315,2316,69,Male,Socks,Clothing,Vermont,Winter,3.5,False,False,False,49,Quarterly,2024-01-01,3,79,128.0,No Holiday,2024,1,1,Elderly,41-50
2316,2317,28,Male,Sneakers,Footwear,Montana,Winter,3.8,False,False,False,7,Annually,2024-01-01,3,39,128.0,No Holiday,2024,1,1,Young Adult,0-10
2317,2318,47,Male,Jacket,Outerwear,New Jersey,Summer,4.7,False,False,False,28,Monthly,2024-01-01,3,34,128.0,No Holiday,2024,1,1,Adult,21-30
2318,2319,69,Male,Hoodie,Clothing,Wyoming,Spring,3.1,False,False,False,30,Annually,2024-01-01,3,28,128.0,No Holiday,2024,1,1,Elderly,31-40
2319,2320,56,Male,Sandals,Footwear,Maine,Winter,5.0,False,False,False,29,Monthly,2024-01-01,3,38,128.0,No Holiday,2024,1,1,Senior,21-30
2320,2321,28,Male,Shoes,Footwear,New Mexico,Spring,3.7,False,False,False,9,Every 3 Months,2024-01-01,3,55,128.0,No Holiday,2024,1,1,Young Adult,0-10
2321,2322,50,Male,Sandals,Footwear,Colorado,Winter,3.0,False,False,False,27,Fortnightly,2024-01-01,3,31,128.0,No Holiday,2024,1,1,Adult,21-30
2322,2323,39,Male,Coat,Outerwear,Connecticut,Spring,4.5,False,False,False,21,Fortnightly,2024-01-01,3,84,128.0,No Holiday,2024,1,1,Adult,21-30
2323,2324,35,Male,Gloves,Accessories,Maryland,Winter,4.7,False,False,False,36,Monthly,2024-01-01,3,93,128.0,No Holiday,2024,1,1,Young Adult,31-40
2324,2325,59,Male,Coat,Outerwear,Oregon,Winter,3.5,False,False,False,19,Annually,2024-01-01,3,28,128.0,No Holiday,2024,1,1,Senior,11-20
2325,2326,44,Male,Boots,Footwear,New York,Summer,4.4,False,False,False,47,Weekly,2024-01-01,3,55,128.0,No Holiday,2024,1,1,Adult,41-50
2326,2327,66,Male,Skirt,Clothing,Oklahoma,Winter,2.6,False,False,False,38,Annually,2024-01-01,3,63,128.0,No Holiday,2024,1,1,Elderly,31-40
2327,2328,20,Male,Skirt,Clothing,Alabama,Winter,4.2,False,False,False,22,Bi-Weekly,2024-01-01,3,94,128.0,No Holiday,2024,1,1,Young Adult,21-30
2328,2329,45,Male,Pants,Clothing,North Dakota,Fall,2.6,False,False,False,29,Bi-Weekly,2024-01-01,3,36,128.0,No Holiday,2024,1,1,Adult,21-30
2329,2330,49,Male,Hat,Accessories,Nebraska,Spring,4.8,False,False,False,42,Annually,2024-01-01,3,97,128.0,No Holiday,2024,1,1,Adult,41-50
2330,2331,60,Male,Backpack,Accessories,Arizona,Summer,2.9,False,False,False,47,Every 3 Months,2024-01-01,3,63,128.0,No Holiday,2024,1,1,Senior,41-50
2331,2332,61,Male,Scarf,Accessories,Illinois,Spring,4.3,False,False,False,10,Bi-Weekly,2024-01-01,3,77,128.0,No Holiday,2024,1,1,Senior,11-20
2332,2333,36,Male,Scarf,Accessories,South Carolina,Fall,2.6,False,False,False,10,Monthly,2024-01-01,3,53,128.0,No Holiday,2024,1,1,Adult,11-20
2333,2334,33,Male,Shirt,Clothing,Kansas,Spring,3.8,False,False,False,1,Every 3 Months,2024-01-01,3,77,128.0,No Holiday,2024,1,1,Young Adult,0-10
2334,2335,49,Male,Boots,Footwear,Kansas,Summer,4.2,False,False,False,7,Monthly,2024-01-01,3,79,128.0,No Holiday,2024,1,1,Adult,0-10
2335,2336,31,Male,Coat,Outerwear,Idaho,Summer,3.9,False,False,False,10,Fortnightly,2024-01-01,3,37,128.0,No Holiday,2024,1,1,Young Adult,11-20
2336,2337,19,Male,Belt,Accessories,California,Winter,3.1,False,False,False,11,Weekly,2024-01-01,3,94,128.0,No Holiday,2024,1,1,Young Adult,11-20
2337,2338,39,Male,Boots,Footwear,North Dakota,Fall,3.6,False,False,False,5,Annually,2024-01-01,3,76,128.0,No Holiday,2024,1,1,Adult,0-10
2338,2339,66,Male,Sneakers,Footwear,Georgia,Fall,4.0,False,False,False,21,Quarterly,2024-01-01,3,68,128.0,No Holiday,2024,1,1,Elderly,21-30
2339,2340,25,Male,Shirt,Clothing,Illinois,Spring,3.4,False,False,False,24,Quarterly,2024-01-01,3,65,128.0,No Holiday,2024,1,1,Young Adult,21-30
2340,2341,63,Male,Blouse,Clothing,Delaware,Summer,2.6,False,False,False,37,Fortnightly,2024-01-01,3,24,128.0,No Holiday,2024,1,1,Senior,31-40
2341,2342,56,Male,Jacket,Outerwear,Connecticut,Summer,4.5,False,False,False,22,Every 3 Months,2024-01-01,3,31,128.0,No Holiday,2024,1,1,Senior,21-30
2342,2343,20,Male,Skirt,Clothing,Tennessee,Fall,4.9,False,False,False,16,Fortnightly,2024-01-01,3,89,128.0,No Holiday,2024,1,1,Young Adult,11-20
2343,2344,58,Male,Socks,Clothing,Maryland,Summer,4.4,False,False,False,44,Monthly,2024-01-01,3,49,128.0,No Holiday,2024,1,1,Senior,41-50
2344,2345,34,Male,Sandals,Footwear,Rhode Island,Fall,3.5,False,False,False,14,Bi-Weekly,2024-01-01,3,92,128.0,No Holiday,2024,1,1,Young Adult,11-20
2345,2346,28,Male,T-shirt,Clothing,New York,Winter,3.3,False,False,False,23,Every 3 Months,2024-01-01,3,32,128.0,No Holiday,2024,1,1,Young Adult,21-30
2346,2347,22,Male,Jacket,Outerwear,New Mexico,Winter,3.1,False,False,False,46,Fortnightly,2024-01-01,3,67,128.0,No Holiday,2024,1,1,Young Adult,41-50
2347,2348,37,Male,Belt,Accessories,California,Fall,4.2,False,False,False,46,Every 3 Months,2024-01-01,3,64,128.0,No Holiday,2024,1,1,Adult,41-50
2348,2349,54,Male,Shoes,Footwear,Maine,Spring,4.9,False,False,False,16,Every 3 Months,2024-01-01,3,84,128.0,No Holiday,2024,1,1,Senior,11-20
2349,2350,65,Male,Blouse,Clothing,New York,Fall,3.9,False,False,False,40,Every 3 Months,2024-01-01,3,34,128.0,No Holiday,2024,1,1,Senior,41-50
2350,2351,57,Male,Shoes,Footwear,Hawaii,Winter,4.2,False,False,False,21,Annually,2024-01-01,3,26,128.0,No Holiday,2024,1,1,Senior,21-30
2351,2352,38,Male,Sweater,Clothing,New Hampshire,Fall,4.9,False,False,False,25,Bi-Weekly,2024-01-01,3,50,128.0,No Holiday,2024,1,1,Adult,21-30
2352,2353,70,Male,Boots,Footwear,Nebraska,Fall,2.8,False,False,False,25,Quarterly,2024-01-01,3,46,128.0,No Holiday,2024,1,1,Elderly,21-30
2353,2354,56,Male,Handbag,Accessories,Montana,Fall,4.1,False,False,False,25,Every 3 Months,2024-01-01,3,71,128.0,No Holiday,2024,1,1,Senior,21-30
2354,2355,56,Male,Blouse,Clothing,Wisconsin,Summer,4.8,False,False,False,27,Monthly,2024-01-01,3,78,128.0,No Holiday,2024,1,1,Senior,21-30
2355,2356,22,Male,Skirt,Clothing,Tennessee,Winter,4.1,False,False,False,12,Monthly,2024-01-01,3,35,128.0,No Holiday,2024,1,1,Young Adult,11-20
2356,2357,57,Male,Backpack,Accessories,Montana,Summer,3.0,False,False,False,27,Quarterly,2024-01-01,3,58,128.0,No Holiday,2024,1,1,Senior,21-30
2357,2358,53,Male,Shirt,Clothing,Michigan,Fall,4.2,False,False,False,40,Bi-Weekly,2024-01-01,3,67,128.0,No Holiday,2024,1,1,Senior,41-50
2358,2359,53,Male,Sweater,Clothing,Texas,Spring,3.8,False,False,False,38,Quarterly,2024-01-01,3,93,128.0,No Holiday,2024,1,1,Senior,31-40
2359,2360,19,Male,Scarf,Accessories,Pennsylvania,Spring,3.3,False,False,False,44,Every 3 Months,2024-01-01,3,81,128.0,No Holiday,2024,1,1,Young Adult,41-50
2360,2361,49,Male,Handbag,Accessories,New York,Fall,4.7,False,False,False,27,Every 3 Months,2024-01-01,3,80,128.0,No Holiday,2024,1,1,Adult,21-30
2361,2362,44,Male,Scarf,Accessories,Alabama,Spring,4.3,False,False,False,30,Every 3 Months,2024-01-01,3,64,128.0,No Holiday,2024,1,1,Adult,31-40
2362,2363,27,Male,Jeans,Clothing,Virginia,Fall,2.7,False,False,False,24,Monthly,2024-01-01,3,41,128.0,No Holiday,2024,1,1,Young Adult,21-30
2363,2364,60,Male,Socks,Clothing,Pennsylvania,Winter,4.2,False,False,False,38,Bi-Weekly,2024-01-01,3,79,128.0,No Holiday,2024,1,1,Senior,31-40
2364,2365,62,Male,Sunglasses,Accessories,Mississippi,Winter,4.2,False,False,False,4,Quarterly,2024-01-01,3,60,128.0,No Holiday,2024,1,1,Senior,0-10
2365,2366,52,Male,Sneakers,Footwear,Wyoming,Winter,2.5,False,False,False,32,Monthly,2024-01-01,3,91,128.0,No Holiday,2024,1,1,Senior,31-40
2366,2367,30,Male,Shoes,Footwear,New Mexico,Winter,3.6,False,False,False,32,Fortnightly,2024-01-01,3,66,128.0,No Holiday,2024,1,1,Young Adult,31-40
2367,2368,66,Male,Socks,Clothing,North Dakota,Winter,3.4,False,False,False,28,Bi-Weekly,2024-01-01,3,85,128.0,No Holiday,2024,1,1,Elderly,21-30
2368,2369,29,Male,Sunglasses,Accessories,New Jersey,Summer,3.3,False,False,False,6,Every 3 Months,2024-01-01,3,38,128.0,No Holiday,2024,1,1,Young Adult,0-10
2369,2370,24,Male,Sweater,Clothing,Vermont,Winter,4.6,False,False,False,24,Monthly,2024-01-01,3,23,128.0,No Holiday,2024,1,1,Young Adult,21-30
2370,2371,51,Male,Shoes,Footwear,Alaska,Spring,3.9,False,False,False,38,Weekly,2024-01-01,3,71,128.0,No Holiday,2024,1,1,Senior,31-40
2371,2372,67,Male,Socks,Clothing,Indiana,Winter,3.7,False,False,False,28,Annually,2024-01-01,3,25,128.0,No Holiday,2024,1,1,Elderly,21-30
2372,2373,50,Male,Boots,Footwear,Alabama,Spring,3.1,False,False,False,9,Fortnightly,2024-01-01,3,39,128.0,No Holiday,2024,1,1,Adult,0-10
2373,2374,37,Male,Hoodie,Clothing,Michigan,Spring,4.9,False,False,False,21,Every 3 Months,2024-01-01,3,20,128.0,No Holiday,2024,1,1,Adult,21-30
2374,2375,69,Male,Gloves,Accessories,Washington,Winter,4.7,False,False,False,31,Monthly,2024-01-01,3,73,128.0,No Holiday,2024,1,1,Elderly,31-40
2375,2376,60,Male,Backpack,Accessories,Virginia,Fall,2.9,False,False,False,18,Quarterly,2024-01-01,3,63,128.0,No Holiday,2024,1,1,Senior,11-20
2376,2377,21,Male,Gloves,Accessories,Tennessee,Spring,4.1,False,False,False,5,Weekly,2024-01-01,3,94,128.0,No Holiday,2024,1,1,Young Adult,0-10
2377,2378,44,Male,Blouse,Clothing,South Dakota,Fall,4.0,False,False,False,22,Annually,2024-01-01,3,94,128.0,No Holiday,2024,1,1,Adult,21-30
2378,2379,26,Male,Scarf,Accessories,New Hampshire,Summer,2.7,False,False,False,37,Bi-Weekly,2024-01-01,3,71,128.0,No Holiday,2024,1,1,Young Adult,31-40
2379,2380,40,Male,Hat,Accessories,South Dakota,Spring,4.0,False,False,False,22,Monthly,2024-01-01,3,77,128.0,No Holiday,2024,1,1,Adult,21-30
2380,2381,41,Male,Scarf,Accessories,Pennsylvania,Fall,2.5,False,False,False,36,Fortnightly,2024-01-01,3,66,128.0,No Holiday,2024,1,1,Adult,31-40
2381,2382,62,Male,Sandals,Footwear,Wisconsin,Summer,4.5,False,False,False,23,Annually,2024-01-01,3,23,128.0,No Holiday,2024,1,1,Senior,21-30
2382,2383,39,Male,Sweater,Clothing,California,Spring,3.9,False,False,False,44,Weekly,2024-01-01,3,60,128.0,No Holiday,2024,1,1,Adult,41-50
2383,2384,53,Male,Backpack,Accessories,Rhode Island,Spring,4.9,False,False,False,25,Annually,2024-01-01,3,72,128.0,No Holiday,2024,1,1,Senior,21-30
2384,2385,24,Male,Blouse,Clothing,Alabama,Winter,3.3,False,False,False,40,Quarterly,2024-01-01,3,35,128.0,No Holiday,2024,1,1,Young Adult,41-50
2385,2386,41,Male,Scarf,Accessories,Oklahoma,Fall,3.8,False,False,False,12,Weekly,2024-01-01,3,31,128.0,No Holiday,2024,1,1,Adult,11-20
2386,2387,19,Male,Socks,Clothing,Illinois,Summer,2.9,False,False,False,14,Monthly,2024-01-01,3,33,128.0,No Holiday,2024,1,1,Young Adult,11-20
2387,2388,36,Male,Hat,Accessories,Tennessee,Summer,4.0,False,False,False,14,Monthly,2024-01-01,3,95,128.0,No Holiday,2024,1,1,Adult,11-20
2388,2389,21,Male,Dress,Clothing,Alabama,Fall,4.1,False,False,False,10,Annually,2024-01-01,3,68,128.0,No Holiday,2024,1,1,Young Adult,11-20
2389,2390,25,Male,Coat,Outerwear,Kansas,Spring,3.1,False,False,False,17,Every 3 Months,2024-01-01,3,87,128.0,No Holiday,2024,1,1,Young Adult,11-20
2390,2391,65,Male,Shirt,Clothing,Arizona,Winter,4.6,False,False,False,24,Fortnightly,2024-01-01,3,64,128.0,No Holiday,2024,1,1,Senior,21-30
2391,2392,42,Male,Shirt,Clothing,Michigan,Winter,4.6,False,False,False,31,Quarterly,2024-01-01,3,74,128.0,No Holiday,2024,1,1,Adult,31-40
2392,2393,40,Male,Jeans,Clothing,Missouri,Spring,2.6,False,False,False,36,Annually,2024-01-01,3,62,128.0,No Holiday,2024,1,1,Adult,31-40
2393,2394,58,Male,Socks,Clothing,Louisiana,Winter,5.0,False,False,False,38,Every 3 Months,2024-01-01,3,97,128.0,No Holiday,2024,1,1,Senior,31-40
2394,2395,40,Male,Sandals,Footwear,Connecticut,Fall,2.9,False,False,False,23,Fortnightly,2024-01-01,3,47,128.0,No Holiday,2024,1,1,Adult,21-30
2395,2396,62,Male,Blouse,Clothing,Connecticut,Winter,3.5,False,False,False,47,Bi-Weekly,2024-01-01,3,83,128.0,No Holiday,2024,1,1,Senior,41-50
2396,2397,38,Male,Shirt,Clothing,Oregon,Spring,3.7,False,False,False,20,Weekly,2024-01-01,3,82,128.0,No Holiday,2024,1,1,Adult,21-30
2397,2398,37,Male,Sunglasses,Accessories,West Virginia,Fall,2.9,False,False,False,41,Monthly,2024-01-01,3,26,128.0,No Holiday,2024,1,1,Adult,41-50
2398,2399,65,Male,Jacket,Outerwear,Florida,Winter,4.3,False,False,False,44,Fortnightly,2024-01-01,3,81,128.0,No Holiday,2024,1,1,Senior,41-50
2399,2400,55,Male,Dress,Clothing,New Hampshire,Spring,3.2,False,False,False,31,Monthly,2024-01-01,3,44,128.0,No Holiday,2024,1,1,Senior,31-40
2400,2401,43,Male,Sunglasses,Accessories,Oregon,Winter,4.2,False,False,False,11,Bi-Weekly,2024-01-01,3,88,128.0,No Holiday,2024,1,1,Adult,11-20
2401,2402,43,Male,Boots,Footwear,Oregon,Winter,4.2,False,False,False,25,Bi-Weekly,2024-01-01,3,76,128.0,No Holiday,2024,1,1,Adult,21-30
2402,2403,45,Male,Scarf,Accessories,Utah,Winter,3.8,False,False,False,31,Weekly,2024-01-01,3,89,128.0,No Holiday,2024,1,1,Adult,31-40
2403,2404,64,Male,Shorts,Clothing,Missouri,Fall,4.4,False,False,False,40,Weekly,2024-01-01,3,22,128.0,No Holiday,2024,1,1,Senior,41-50
2404,2405,28,Male,Shorts,Clothing,West Virginia,Winter,3.1,False,False,False,23,Bi-Weekly,2024-01-01,3,33,128.0,No Holiday,2024,1,1,Young Adult,21-30
2405,2406,69,Male,Jeans,Clothing,California,Fall,5.0,False,False,False,5,Quarterly,2024-01-01,3,97,128.0,No Holiday,2024,1,1,Elderly,0-10
2406,2407,54,Male,Scarf,Accessories,California,Winter,4.7,False,False,False,26,Weekly,2024-01-01,3,57,128.0,No Holiday,2024,1,1,Senior,21-30
2407,2408,52,Male,Shorts,Clothing,Illinois,Summer,3.0,False,False,False,11,Bi-Weekly,2024-01-01,3,38,128.0,No Holiday,2024,1,1,Senior,11-20
2408,2409,23,Male,Sneakers,Footwear,Hawaii,Fall,4.2,False,False,False,44,Every 3 Months,2024-01-01,3,55,128.0,No Holiday,2024,1,1,Young Adult,41-50
2409,2410,26,Male,Jewelry,Accessories,Washington,Spring,3.0,False,False,False,47,Every 3 Months,2024-01-01,3,37,128.0,No Holiday,2024,1,1,Young Adult,41-50
2410,2411,48,Male,Shoes,Footwear,Wisconsin,Summer,3.7,False,False,False,46,Monthly,2024-01-01,3,43,128.0,No Holiday,2024,1,1,Adult,41-50
2411,2412,49,Male,Hoodie,Clothing,Virginia,Summer,2.7,False,False,False,35,Every 3 Months,2024-01-01,3,96,128.0,No Holiday,2024,1,1,Adult,31-40
2412,2413,53,Male,Jacket,Outerwear,Oregon,Winter,4.3,False,False,False,8,Bi-Weekly,2024-01-01,3,51,128.0,No Holiday,2024,1,1,Senior,0-10
2413,2414,69,Male,Shorts,Clothing,Pennsylvania,Fall,2.7,False,False,False,30,Weekly,2024-01-01,3,95,128.0,No Holiday,2024,1,1,Elderly,31-40
2414,2415,26,Male,Socks,Clothing,Virginia,Summer,3.7,False,False,False,14,Bi-Weekly,2024-01-01,3,26,128.0,No Holiday,2024,1,1,Young Adult,11-20
2415,2416,21,Male,Coat,Outerwear,Hawaii,Fall,4.3,False,False,False,30,Weekly,2024-01-01,3,34,128.0,No Holiday,2024,1,1,Young Adult,31-40
2416,2417,59,Male,Sandals,Footwear,Nebraska,Summer,4.0,False,False,False,26,Every 3 Months,2024-01-01,3,83,128.0,No Holiday,2024,1,1,Senior,21-30
2417,2418,21,Male,Backpack,Accessories,Alaska,Fall,3.3,False,False,False,32,Fortnightly,2024-01-01,3,24,128.0,No Holiday,2024,1,1,Young Adult,31-40
2418,2419,22,Male,Pants,Clothing,Michigan,Fall,4.0,False,False,False,47,Every 3 Months,2024-01-01,3,69,128.0,No Holiday,2024,1,1,Young Adult,41-50
2419,2420,26,Male,Sweater,Clothing,North Carolina,Fall,2.7,False,False,False,11,Every 3 Months,2024-01-01,3,40,128.0,No Holiday,2024,1,1,Young Adult,11-20
2420,2421,41,Male,Jacket,Outerwear,North Carolina,Winter,4.2,False,False,False,28,Annually,2024-01-01,3,87,128.0,No Holiday,2024,1,1,Adult,21-30
2421,2422,37,Male,Sneakers,Footwear,Minnesota,Spring,4.6,False,False,False,2,Every 3 Months,2024-01-01,3,46,128.0,No Holiday,2024,1,1,Adult,0-10
2422,2423,30,Male,Jewelry,Accessories,Georgia,Winter,4.8,False,False,False,45,Weekly,2024-01-01,3,82,128.0,No Holiday,2024,1,1,Young Adult,41-50
2423,2424,49,Male,Backpack,Accessories,West Virginia,Summer,2.8,False,False,False,7,Every 3 Months,2024-01-01,3,81,128.0,No Holiday,2024,1,1,Adult,0-10
2424,2425,49,Male,Jewelry,Accessories,Delaware,Winter,4.5,False,False,False,28,Bi-Weekly,2024-01-01,3,57,128.0,No Holiday,2024,1,1,Adult,21-30
2425,2426,58,Male,Shoes,Footwear,North Dakota,Summer,3.0,False,False,False,34,Quarterly,2024-01-01,3,49,128.0,No Holiday,2024,1,1,Senior,31-40
2426,2427,70,Male,Jacket,Outerwear,Florida,Fall,4.6,False,False,False,26,Every 3 Months,2024-01-01,3,42,128.0,No Holiday,2024,1,1,Elderly,21-30
2427,2428,27,Male,Jacket,Outerwear,Oregon,Spring,3.3,False,False,False,45,Quarterly,2024-01-01,3,26,128.0,No Holiday,2024,1,1,Young Adult,41-50
2428,2429,65,Male,T-shirt,Clothing,Idaho,Spring,4.4,False,False,False,34,Annually,2024-01-01,3,38,128.0,No Holiday,2024,1,1,Senior,31-40
2429,2430,57,Male,Sneakers,Footwear,Virginia,Summer,4.4,False,False,False,47,Fortnightly,2024-01-01,3,57,128.0,No Holiday,2024,1,1,Senior,41-50
2430,2431,20,Male,Jacket,Outerwear,North Dakota,Summer,4.3,False,False,False,42,Quarterly,2024-01-01,3,100,128.0,No Holiday,2024,1,1,Young Adult,41-50
2431,2432,34,Male,Hoodie,Clothing,Alabama,Fall,3.4,False,False,False,27,Every 3 Months,2024-01-01,3,73,128.0,No Holiday,2024,1,1,Young Adult,21-30
2432,2433,59,Male,Jacket,Outerwear,Hawaii,Winter,2.8,False,False,False,43,Monthly,2024-01-01,3,66,128.0,No Holiday,2024,1,1,Senior,41-50
2433,2434,54,Male,T-shirt,Clothing,Oregon,Spring,3.4,False,False,False,16,Bi-Weekly,2024-01-01,3,73,128.0,No Holiday,2024,1,1,Senior,11-20
2434,2435,36,Male,Gloves,Accessories,Utah,Spring,5.0,False,False,False,40,Monthly,2024-01-01,3,45,128.0,No Holiday,2024,1,1,Adult,41-50
2435,2436,21,Male,Sneakers,Footwear,Hawaii,Fall,4.5,False,False,False,29,Bi-Weekly,2024-01-01,3,27,128.0,No Holiday,2024,1,1,Young Adult,21-30
2436,2437,52,Male,T-shirt,Clothing,Connecticut,Fall,2.7,False,False,False,38,Quarterly,2024-01-01,3,24,128.0,No Holiday,2024,1,1,Senior,31-40
2437,2438,43,Male,Sneakers,Footwear,Wyoming,Winter,3.4,False,False,False,34,Weekly,2024-01-01,3,59,128.0,No Holiday,2024,1,1,Adult,31-40
2438,2439,32,Male,Jeans,Clothing,Delaware,Winter,3.4,False,False,False,30,Weekly,2024-01-01,3,20,128.0,No Holiday,2024,1,1,Young Adult,31-40
2439,2440,55,Male,Handbag,Accessories,Arkansas,Summer,2.8,False,False,False,45,Annually,2024-01-01,3,44,128.0,No Holiday,2024,1,1,Senior,41-50
2440,2441,31,Male,Socks,Clothing,Indiana,Spring,4.7,False,False,False,47,Annually,2024-01-01,3,90,128.0,No Holiday,2024,1,1,Young Adult,41-50
2441,2442,45,Male,Jewelry,Accessories,California,Fall,4.7,False,False,False,5,Monthly,2024-01-01,3,36,128.0,No Holiday,2024,1,1,Adult,0-10
2442,2443,53,Male,Blouse,Clothing,Wyoming,Winter,4.7,False,False,False,50,Bi-Weekly,2024-01-01,3,95,128.0,No Holiday,2024,1,1,Senior,50+
2443,2444,24,Male,Backpack,Accessories,South Dakota,Spring,3.4,False,False,False,24,Bi-Weekly,2024-01-01,3,30,128.0,No Holiday,2024,1,1,Young Adult,21-30
2444,2445,47,Male,Scarf,Accessories,West Virginia,Fall,3.7,False,False,False,15,Bi-Weekly,2024-01-01,3,65,128.0,No Holiday,2024,1,1,Adult,11-20
2445,2446,63,Male,Scarf,Accessories,Tennessee,Summer,4.1,False,False,False,50,Weekly,2024-01-01,3,96,128.0,No Holiday,2024,1,1,Senior,50+
2446,2447,38,Male,Shirt,Clothing,Alaska,Spring,2.9,False,False,False,7,Monthly,2024-01-01,3,65,128.0,No Holiday,2024,1,1,Adult,0-10
2447,2448,59,Male,Pants,Clothing,South Dakota,Fall,3.2,False,False,False,10,Fortnightly,2024-01-01,3,47,128.0,No Holiday,2024,1,1,Senior,11-20
2448,2449,54,Male,Hat,Accessories,Tennessee,Fall,3.0,False,False,False,38,Bi-Weekly,2024-01-01,3,25,128.0,No Holiday,2024,1,1,Senior,31-40
2449,2450,26,Male,Coat,Outerwear,Alabama,Fall,4.1,False,False,False,31,Fortnightly,2024-01-01,3,56,128.0,No Holiday,2024,1,1,Young Adult,31-40
2450,2451,68,Male,T-shirt,Clothing,North Carolina,Fall,4.5,False,False,False,7,Quarterly,2024-01-01,3,76,128.0,No Holiday,2024,1,1,Elderly,0-10
2451,2452,41,Male,Socks,Clothing,Oklahoma,Fall,3.4,False,False,False,27,Monthly,2024-01-01,3,60,128.0,No Holiday,2024,1,1,Adult,21-30
2452,2453,68,Male,Shirt,Clothing,New York,Winter,4.1,False,False,False,45,Every 3 Months,2024-01-01,3,67,128.0,No Holiday,2024,1,1,Elderly,41-50
2453,2454,21,Male,Sweater,Clothing,Iowa,Spring,4.6,False,False,False,13,Annually,2024-01-01,3,95,128.0,No Holiday,2024,1,1,Young Adult,11-20
2454,2455,32,Male,Gloves,Accessories,Alaska,Winter,4.6,False,False,False,33,Annually,2024-01-01,3,72,128.0,No Holiday,2024,1,1,Young Adult,31-40
2455,2456,20,Male,Belt,Accessories,Alaska,Spring,3.4,False,False,False,25,Every 3 Months,2024-01-01,3,98,128.0,No Holiday,2024,1,1,Young Adult,21-30
2456,2457,59,Male,Jeans,Clothing,Nebraska,Winter,3.3,False,False,False,5,Monthly,2024-01-01,3,83,128.0,No Holiday,2024,1,1,Senior,0-10
2457,2458,53,Male,Handbag,Accessories,Delaware,Fall,3.6,False,False,False,23,Quarterly,2024-01-01,3,37,128.0,No Holiday,2024,1,1,Senior,21-30
2458,2459,66,Male,T-shirt,Clothing,Texas,Fall,4.6,False,False,False,17,Weekly,2024-01-01,3,85,128.0,No Holiday,2024,1,1,Elderly,11-20
2459,2460,47,Male,Socks,Clothing,Missouri,Fall,4.3,False,False,False,14,Weekly,2024-01-01,3,36,128.0,No Holiday,2024,1,1,Adult,11-20
2460,2461,58,Male,Jeans,Clothing,Maine,Winter,4.0,False,False,False,28,Annually,2024-01-01,3,36,128.0,No Holiday,2024,1,1,Senior,21-30
2461,2462,28,Male,Scarf,Accessories,Pennsylvania,Summer,4.8,False,False,False,19,Weekly,2024-01-01,3,86,128.0,No Holiday,2024,1,1,Young Adult,11-20
2462,2463,68,Male,Pants,Clothing,Missouri,Spring,4.3,False,False,False,31,Bi-Weekly,2024-01-01,3,99,128.0,No Holiday,2024,1,1,Elderly,31-40
2463,2464,60,Male,Blouse,Clothing,Mississippi,Summer,3.3,False,False,False,25,Bi-Weekly,2024-01-01,3,21,128.0,No Holiday,2024,1,1,Senior,21-30
2464,2465,47,Male,Jacket,Outerwear,Hawaii,Winter,2.8,False,False,False,4,Bi-Weekly,2024-01-01,3,84,128.0,No Holiday,2024,1,1,Adult,0-10
2465,2466,18,Male,Sandals,Footwear,Texas,Spring,4.4,False,False,False,20,Weekly,2024-01-01,3,63,128.0,No Holiday,2024,1,1,Child,21-30
2466,2467,32,Male,Shorts,Clothing,South Dakota,Summer,3.7,False,False,False,37,Annually,2024-01-01,3,84,128.0,No Holiday,2024,1,1,Young Adult,31-40
2467,2468,27,Male,Shorts,Clothing,New Jersey,Spring,3.6,False,False,False,28,Annually,2024-01-01,3,72,128.0,No Holiday,2024,1,1,Young Adult,21-30
2468,2469,65,Male,Skirt,Clothing,Connecticut,Winter,3.7,False,False,False,6,Weekly,2024-01-01,3,21,128.0,No Holiday,2024,1,1,Senior,0-10
2469,2470,68,Male,Sandals,Footwear,Maryland,Fall,5.0,False,False,False,27,Annually,2024-01-01,3,92,128.0,No Holiday,2024,1,1,Elderly,21-30
2470,2471,55,Male,Blouse,Clothing,Arizona,Fall,2.7,False,False,False,29,Fortnightly,2024-01-01,3,72,128.0,No Holiday,2024,1,1,Senior,21-30
2471,2472,30,Male,Sandals,Footwear,Oklahoma,Spring,4.3,False,False,False,1,Annually,2024-01-01,3,83,128.0,No Holiday,2024,1,1,Young Adult,0-10
2472,2473,24,Male,Shirt,Clothing,Utah,Summer,4.1,False,False,False,31,Annually,2024-01-01,3,73,128.0,No Holiday,2024,1,1,Young Adult,31-40
2473,2474,57,Male,Socks,Clothing,Arkansas,Winter,2.6,False,False,False,28,Quarterly,2024-01-01,3,98,128.0,No Holiday,2024,1,1,Senior,21-30
